angDist,TIC,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg,_RAJ2000,_DEJ2000,recno,GaiaDR2,RA_ICRS,DE_ICRS,Distcore,Member,MS,Xraycat,SepX-ray,X-rayID,LX,Per,2RXSID,2RXPID,1RXHID,ChandraID,_RA.icrs,_DE.icrs
1.531212,373029223,67.03330144015,7.94576801754,,,490-007195,04280798+0756448,,J042808.05+075644.8,3287167277423046272,38356112,,STAR,tmgaia2,tmgaia2,98.782,0.097,1.039,0.071,gaia2,19.7777,0.0543,15.019,0.059,13.773400,0.000862,12.502,0.008,cdwrf,cdwrf,3324.0,157.0,4.8566,0.0012,,,0.368,0.011,0.355,0.020,50.4887,0.1393,,,0.1389,0.1398,67.03373087613,7.94577249192,67.0337308761255,7.9457724919244,351,3287167277423046272,67.03373087613,7.94577249192,8.46588454989852,Core,M,2RXS_UP,,,2.5308913244849,,,,,,67.03373087613,7.94577249192
1.739310,372953462,66.40512365928,8.59135325359,,,,04253722+0835290,1237673452701090055,J042537.30+083528.9,3287450745264292864,,,STAR,tmgaia2,tmgaia2,112.212,0.246,0.586,0.192,gaia2,22.7710,0.1424,18.380,0.200,15.969600,0.001084,14.399,0.009,cdwrf,cdwrf,2879.0,157.0,5.0725,0.0268,,,0.195,0.006,0.164,0.020,43.8630,0.2760,,,0.2743,0.2777,66.40561227710,8.59135577866,66.4056122770979,8.5913557786581,352,3287450745264292864,66.4056122771,8.59135577866,7.3792367724178,Core,M,2RXS_UP,,,2.05286337635214,,,,,,66.4056122771,8.59135577866
1.350044,284677356,67.27377259770,9.18247534020,,,496-007417,04290570+0910569,1237673452701548764,J042905.76+091056.8,3287587771900733440,,,STAR,tmgaia2,tmgaia2,87.050,2.000,-2.940,2.000,sblink,,,17.390,0.200,15.238500,0.000971,13.809,0.007,cdwrf,cdwrf,3095.0,157.0,4.9490,0.0061,,,0.280,0.010,0.253,0.021,,,,,,,67.27415226166,9.18246268206,67.2741522616648,9.1824626820621,353,3287587771900733440,67.27415226166,9.18246268206,13.7051670321701,Core,M,2RXS_UP,,,3.05930095012619,,,,,,67.27415226166,9.18246268206
1.468902,399664934,72.46708749761,6.10934718096,,,481-008300,04495209+0606336,,J044952.16+060633.7,3288018093264886016,38923146,,STAR,tmgaia2,tmgaia2,94.725,0.136,2.853,0.070,gaia2,22.9172,0.0654,14.729,0.055,13.424600,0.000331,12.125,0.007,cdwrf,cdwrf,3278.0,157.0,4.8427,0.0023,,,0.383,0.011,0.372,0.020,43.5808,0.1251,,,0.1247,0.1255,72.46749767047,6.10935946289,72.4674976704715,6.1093594628889,354,3288018093264886016,72.46749767047,6.10935946289,10.082343445917,Core,M,XMM,,,0.562594320677916,17.12,,,,,72.46749767047,6.10935946289
1.637975,450082328,71.82711989609,6.45320702795,,0096-00879-1,483-008744,04471851+0627113,,J044718.57+062711.6,3288784006192725248,38129235,,STAR,tmgaia2,tmgaia2,105.535,0.078,5.454,0.048,gaia2,24.6352,0.0393,12.060,0.100,10.689200,0.000580,9.851,0.006,gbprp,gaia2,3998.0,119.5,4.5567,0.1173,,,0.687,0.068,0.620,0.080,40.5448,0.0650,,,0.0650,0.0651,71.82757718026,6.45323051048,71.8275771802621,6.4532305104785,355,3288784006192725248,71.82757718026,6.45323051048,10.842289743616,Core,M,2RXS_UP,,,1.8773801533193,14.44,,,,,71.82757718026,6.45323051048
1.596134,450075496,71.53827658389,6.75005849317,,,484-007996,04460918+0645002,,J044609.25+064500.2,3288876846205650816,38921416,,STAR,tmgaia2,tmgaia2,102.930,2.000,3.090,2.000,sblink,,,15.117,0.063,13.588900,0.000440,12.198,0.007,cdwrf,cdwrf,3136.0,157.0,4.8238,0.0037,,,0.403,0.012,0.395,0.020,46.0075,,,,,,71.53872284808,6.75007179754,71.5387228480766,6.7500717975421,356,3288876846205650816,71.53872284808,6.75007179754,9.18324227359482,Core,M,2RXS,25.4201149315192,2RXS J044609.8+064523,7.06254996761784,,2RXS J044609.8+064523,,,,71.53872284808,6.75007179754
1.142249,450087817,71.97525673487,7.37071311690,,,487-008437,04475405+0722145,,J044754.10+072214.6,3288997483247358592,,,STAR,tmgaia2,tmgaia2,73.685,0.133,1.090,0.080,gaia2,17.3682,0.0798,16.970,0.200,15.193200,0.000574,13.815,0.007,cdwrf,cdwrf,3161.0,157.0,4.9588,0.0096,,,0.271,0.008,0.244,0.020,57.4829,0.2657,,,0.2645,0.2669,71.97557663483,7.37071781166,71.9755766348311,7.3707178116579,357,3288997483247358592,71.97557663483,7.37071781166,14.3178839756946,Core,M,2RXS_UP,,,3.76852359447738,,,,,,71.97557663483,7.37071781166
1.307305,373308139,70.44528761016,7.27568737039,,,487-008053,04414687+0716323,,J044146.92+071632.4,3289131211348832000,38360496,,STAR,tmgaia2,tmgaia2,84.257,0.131,3.790,0.074,gaia2,18.7320,0.0716,16.170,0.200,14.513300,0.000688,13.196,0.007,cdwrf,cdwrf,3252.0,157.0,4.9232,0.0051,,,0.302,0.009,0.279,0.020,53.3036,0.2050,,,0.2041,0.2058,70.44565332846,7.27570368718,70.4456533284569,7.2757036871758,358,3289131211348832000,70.44565332846,7.27570368718,10.9504412714078,Core,M,2RXS_UP,,,3.29352766008374,34.7518691741389,,,,,70.44565332846,7.27570368718
1.533024,450103788,73.70342876376,7.73888043659,,,489-008640,04544882+0744199,,J045448.88+074419.9,3289363105224130944,38925520,,STAR,tmgaia2,tmgaia2,98.903,0.112,-0.540,0.054,gaia2,25.4887,0.0553,14.718,0.017,13.450700,0.001260,12.151,0.008,cdwrf,cdwrf,3289.0,157.0,4.8715,0.0004,,,0.352,0.011,0.337,0.020,39.1889,0.0856,,,0.0854,0.0857,73.70385851154,7.73887811094,73.7038585115419,7.7388781109448,359,3289363105224130944,73.70385851154,7.73887811094,11.4514957149703,Core,M,2RXS_UP,,,1.72932222557052,,,,,,73.70385851154,7.73887811094
1.487914,399753595,73.48751549622,9.26634834735,,,497-008621,04535700+0915588,,J045357.06+091558.7,3289809060267929856,39820470,,STAR,tmgaia2,tmgaia2,95.815,0.164,-5.860,0.086,gaia2,24.9772,0.0820,16.240,0.200,14.495200,0.000662,13.104,0.007,cdwrf,cdwrf,3138.0,157.0,4.9693,0.0107,,,0.263,0.008,0.235,0.020,39.9910,0.1321,,,0.1317,0.1326,73.48793348937,9.26632311617,73.4879334893698,9.2663231161721,360,3289809060267929856,73.48793348937,9.26632311617,10.2123466968412,Core,M,2RXS_UP,,,1.83545374418334,,,,,,73.48793348937,9.26632311617
1.538319,450100760,72.98856733515,9.28140023450,,,,04515724+0916530,,J045157.32+091652.9,3289865341519273088,,,STAR,tmgaia2,tmgaia2,98.855,0.141,-8.808,0.089,gaia2,24.2199,0.0820,17.100,0.200,15.241500,0.000605,13.802,0.007,cdwrf,cdwrf,3059.0,157.0,5.0456,0.0228,,,0.210,0.006,0.179,0.020,41.2399,0.1405,,,0.1401,0.1409,72.98899860613,9.28136231173,72.9889986061305,9.2813623117267,361,3289865341519273088,72.98899860613,9.28136231173,9.30593807487814,Core,M,2RXS_UP,,,1.96632621163669,,,,,,72.98899860613,9.28136231173
0.914455,415556221,77.33185677490,9.82958235273,23983,0702-02789-1,500-010621,05091963+0949465,,J050919.68+094946.5,3290872562889409024,,,STAR,tmgaia2,tmgaia2,58.569,0.482,-7.098,0.364,gaia2,18.7979,0.2695,5.432,0.023,5.392060,0.002339,5.229,0.007,gbprp,spect,7860.0,201.6,4.0699,0.0867,0.4500,0.1200,2.089,0.092,1.870,0.284,53.1363,0.7670,,,0.7561,0.7778,77.33211270231,9.82955179358,77.3321127023105,9.8295517935809,362,3290872562889409024,77.33211270231,9.82955179358,12.2538919139234,Core,,2RXS_UP,,,3.04221897666638,,,,,,77.33211270231,9.82955179358
0.768128,445932883,77.60181671837,10.41800260288,,,503-010679,05102443+1025047,,J051024.47+102504.7,3290932829870375680,40491605,,STAR,tmgaia2,tmgaia2,49.118,0.070,-6.580,0.048,gaia2,14.7489,0.0425,11.593,0.034,11.229300,0.000612,10.482,0.006,gbprp,gaia2,4283.0,125.1,4.5540,0.1063,,,0.716,0.064,0.670,0.085,67.6694,0.1960,,,0.1953,0.1966,77.60203174296,10.41797427326,77.6020317429596,10.4179742732571,363,3290932829870375680,77.60203174296,10.41797427326,23.902611547316,Tail,M,2RXS_UP,,,4.80842357178207,,,,,,77.60203174296,10.41797427326
1.026788,450049256,75.16546520957,9.12610818397,,,,05003970+0907339,,,3291151392166490496,,,STAR,tmgaia2,tmgaia2,66.116,0.257,-4.121,0.153,gaia2,17.6185,0.1380,18.650,0.200,16.624800,0.001489,15.087,0.009,cdwrf,cdwrf,2947.0,157.0,5.1059,0.0321,,,0.179,0.006,0.148,0.020,56.6717,0.4466,,,0.4431,0.4500,75.16575352573,9.12609044270,75.1657535257293,9.126090442697,364,3291151392166490496,75.16575352573,9.1260904427,13.8968483979397,Core,M,2RXS_UP,,,3.50041506384231,,,,,,75.16575352573,9.1260904427
4.145207,673167174,75.16673419808,9.12671358433,,,,,,,3291151392165611136,,,STAR,gaia2,gaia2,-6.616,1.045,-4.469,0.578,gaia2,2.2420,0.4590,20.197,0.133,19.158600,0.005217,18.108,0.032,gbprp,gaia2,,,,,,,,,,,463.0640,123.3970,0.0894,0.0082,93.2620,153.5320,75.16670534793,9.12669434151,75.1657535257293,9.126090442697,364,3291151392166490496,75.16575352573,9.1260904427,13.8968483979397,Core,M,2RXS_UP,,,3.50041506384231,,,,,,75.16575352573,9.1260904427
1.290222,450104815,73.65746411674,9.40908958898,,,498-009454,04543779+0924328,,J045437.84+092432.6,3291312951656888320,39820723,,STAR,tmgaia2,tmgaia2,82.822,0.100,-8.332,0.058,gaia2,21.7137,0.0609,16.440,0.200,14.656600,0.000448,13.284,0.007,cdwrf,cdwrf,3167.0,157.0,4.9656,0.0106,,,0.266,0.008,0.238,0.020,45.9932,0.1297,,,0.1294,0.1301,73.65782557487,9.40905371678,73.6578255748699,9.4090537167793,365,3291312951656888320,73.65782557487,9.40905371678,8.03321676162879,Core,M,2RXS,3.79100280641708,2RXS J045437.7+092436,3.76246561567021,,2RXS J045437.7+092436,,,,73.65782557487,9.40905371678
1.305654,450020925,74.83257141252,10.38601262900,,,502-009113,04591981+1023096,,J045919.87+102309.5,3291495436226226688,41031925,,STAR,tmgaia2,tmgaia2,83.582,0.127,-10.472,0.086,gaia2,22.0122,0.0803,13.884,0.048,12.811400,0.000889,11.635,0.008,cdwrf,cdwrf,3460.0,157.0,4.7881,0.0059,,,0.443,0.013,0.439,0.020,45.3708,0.1666,,,0.1660,0.1672,74.83293727524,10.38596754316,74.8329372752357,10.3859675431552,366,3291495436226226688,74.83293727524,10.38596754316,8.14071982486531,Core,M,2RXS_UP,,,2.21137119709738,,,,,,74.83293727524,10.38596754316
0.000000,373453752,76.48456356285,10.30681938272,,,,05055622+1018247,,J050556.27+101824.5,3291620741897156992,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,19.545601,0.005977,17.774,0.043,cdwrf,cdwrf,3244.0,268.0,5.2467,0.0551,,,0.125,0.005,0.100,0.020,,,,,,,76.48456356285,10.30681938272,76.4845635628492,10.3068193827153,367,3291620741897156992,76.48456356285,10.30681938272,20.0171184844704,Tail,,2RXS_UP,,,4.43172176196239,,,,,,76.48456356285,10.30681938272
1.245671,373453516,76.47534528364,10.58079818859,,,503-010232,05055408+1034509,,J050554.13+103450.8,3291734202048545792,41034030,,STAR,tmgaia2,tmgaia2,79.556,0.120,-11.382,0.078,gaia2,23.3627,0.0649,14.765,0.400,13.821300,0.001105,12.466,0.011,cdwrf,cdwrf,3317.0,157.0,4.8969,0.0025,,,0.327,0.010,0.308,0.020,42.7509,0.1195,,,0.1192,0.1197,76.47569374039,10.58074918380,76.4756937403854,10.5807491838038,368,3291734202048545792,76.47569374039,10.5807491838,9.60314082862091,Core,M,2RXS_UP,,,1.9845538564558,,,,,,76.47569374039,10.5807491838
2.267805,673193151,76.47565590572,10.58137803076,,,,,,,3291734202047690880,,,STAR,gaia2,gaia2,4.494,0.070,-12.455,0.046,gaia2,0.8754,0.0356,,,14.809600,0.001160,14.380,0.600,goffs,gaia2,,,,,,,,,,,1105.7900,43.8550,0.1692,0.0098,42.1500,45.5600,76.47567558856,10.58132440291,76.4756937403854,10.5807491838038,368,3291734202048545792,76.47569374039,10.5807491838,9.60314082862091,Core,M,2RXS_UP,,,1.9845538564558,,,,,,76.47569374039,10.5807491838
1.176725,373314805,70.61099297140,7.78439124781,,,,04422663+0747038,,J044226.68+074703.8,3292187166479559808,,,STAR,tmgaia2,tmgaia2,75.860,2.000,2.960,2.000,sblink,,,17.830,0.200,15.547400,0.000735,14.053,0.007,cdwrf,cdwrf,2984.0,157.0,5.0055,0.0159,,,0.236,0.007,0.206,0.020,,,,,,,70.61132262872,7.78440399238,70.6113226287161,7.7844039923838,369,3292187166479559808,70.61132262872,7.78440399238,9.36513226366854,Core,M,2RXS_UP,,,3.06063569868523,,,,,,70.61132262872,7.78440399238
1.469003,345582306,69.77566281587,7.87098840697,21670,0682-01726-1,490-007805,04390614+0752155,,J043906.23+075215.4,3292227607891547264,38360072,,STAR,tmgaia2,tmgaia2,94.773,0.271,-0.478,0.149,gaia2,20.0808,0.1554,5.371,0.023,5.336460,0.001829,5.167,0.006,gbprp,spect,7770.0,132.8,4.0814,0.0761,0.3600,0.1900,2.045,0.061,1.840,0.280,49.7327,0.3873,,,0.3844,0.3903,69.77607474800,7.87098635114,69.7760747479961,7.8709863511424,370,3292227607891547264,69.776074748,7.87098635114,8.44294228745876,Core,,2RXS_UP,,,2.9227272055441,,,,,,69.776074748,7.87098635114
1.571413,373308740,70.42956870088,8.43808852745,,,,04414309+0826170,,J044143.15+082617.6,3292367795624174720,,,STAR,tmgaia2,tmgaia2,101.376,0.157,-1.055,0.093,gaia2,23.6637,0.0835,14.900,0.200,15.501900,0.000582,13.993,0.008,cdwrf,cdwrf,2971.0,157.0,5.0379,0.0207,,,0.215,0.007,0.184,0.020,42.2080,0.1499,,,0.1493,0.1505,70.43000995749,8.43808398641,70.4300099574879,8.4380839864108,371,3292367795624174720,70.43000995749,8.43808398641,8.53623149281955,Core,M,2RXS_UP,,,2.06020004513046,,,,,,70.43000995749,8.43808398641
1.536051,373246112,70.21686900520,9.08760505302,,,496-008061,04405203+0905153,1237673472029491539,J044052.11+090515.3,3292663564251652608,39815008,,STAR,tmgaia2,tmgaia2,98.975,0.148,-4.983,0.072,gaia2,22.4606,0.0699,16.710,0.200,14.819500,0.000524,13.449,0.007,cdwrf,cdwrf,3173.0,157.0,4.9886,0.0138,,,0.248,0.008,0.219,0.020,44.4657,0.1391,,,0.1387,0.1396,70.21730056319,9.08758359675,70.2173005631904,9.0875835967494,372,3292663564251652608,70.21730056319,9.08758359675,7.17418288637093,Core,M,2RXS_UP,,,2.2858566947109,,,,,,70.21730056319,9.08758359675
1.266411,450084323,71.90470928060,10.23300259055,,,502-008264,04473712+1013587,1237673472030343346,J044737.18+101358.7,3293176074109393152,41029836,,STAR,tmgaia2,tmgaia2,81.305,0.106,-8.064,0.056,gaia2,18.9599,0.0557,14.954,0.034,13.742300,0.000918,12.474,0.008,cdwrf,cdwrf,3332.0,157.0,4.8358,0.0027,,,0.390,0.012,0.380,0.020,52.6631,0.1557,,,0.1552,0.1561,71.90506500211,10.23296786949,71.9050650021061,10.2329678694916,373,3293176074109393152,71.90506500211,10.23296786949,9.09062368970921,Core,M,2RXS_UP,,,3.16910211289025,,,,,,71.90506500211,10.23296786949
1.304213,373136578,68.76065926819,8.65847018759,,,494-007586,04350255+0839304,1237673451091329048,J043502.61+083930.4,3293276713781741696,38359085,,STAR,tmgaia2,tmgaia2,84.080,2.000,3.250,2.000,sblink,,,11.837,0.024,11.094500,0.001655,10.190,0.006,gbprp,cdwrf,,,4.7078,0.3321,,,0.583,0.083,0.632,0.108,50.0665,,,,,,68.76102545261,8.65848418082,68.7610254526128,8.6584841808229,374,3293276713781741696,68.76102545261,8.65848418082,14.5725577304327,Core,M,2RXS,2.94631311569235,2RXS J043502.3+083932,25.8211196889741,,2RXS J043502.3+083932,,,,68.76102545261,8.65848418082
1.154847,373316008,70.71733315090,9.99641741236,,,500-008463,04425216+0959471,,J044252.21+095947.0,3293856362569126400,39815797,,STAR,tmgaia2,tmgaia2,74.235,0.129,-6.353,0.060,gaia2,16.9581,0.0678,16.100,0.200,14.369000,0.000704,13.082,0.007,cdwrf,cdwrf,3305.0,157.0,4.8820,0.0009,,,0.342,0.010,0.325,0.020,58.8699,0.2366,,,0.2356,0.2375,70.71765770050,9.99639005838,70.7176577005026,9.9963900583755,375,3293856362569126400,70.7176577005,9.99639005838,13.9097149700312,Core,M,2RXS_UP,,,4.0176962809364,,,,,,70.7176577005,9.99639005838
1.548900,373415565,71.10761897819,11.14613824763,22044,0687-01627-1,506-008332,04442583+1108461,,J044425.90+110846.0,3294081521934473216,,,STAR,tmgaia2,tmgaia2,98.815,0.375,-14.880,0.216,gaia2,22.0060,0.1707,5.392,0.023,5.339070,0.002308,5.160,0.007,gbprp,spect,7513.9,120.6,4.0840,0.0812,0.0800,0.1500,1.977,0.065,1.730,0.300,45.3876,0.3543,,,0.3516,0.3570,71.10805261071,11.14607417912,71.1080526107099,11.1460741791189,376,3294081521934473216,71.10805261071,11.14607417912,5.82596122707462,Core,,2RXS_UP,,,2.29068629653491,,,,,,71.10805261071,11.14607417912
1.425570,373261269,70.25724941387,10.99444418958,,,505-008236,04410173+1059399,1237673474177433730,J044101.80+105939.9,3294248609046258048,40487939,,STAR,tmgaia2,tmgaia2,91.354,0.094,-10.643,0.050,gaia2,20.2471,0.0510,14.062,0.160,13.864200,0.000432,14.193,0.007,gbprp,gaia2,,,,,,,,,,,49.3197,0.1249,,,0.1246,0.1253,70.25765009963,10.99439836754,70.2576500996315,10.9943983675392,377,3294248609046258048,70.25765009963,10.99439836754,6.0898181528378,Core,,2RXP_UP,69.071974033703,990610-gsfc/rp200082a011,1.07320552607901,,,,,,70.25765009963,10.99439836754
1.234996,399697011,73.09943071812,10.71942249898,,,504-008831,04522385+1043099,,J045223.91+104309.8,3294522907134516864,40488840,,STAR,tmgaia2,tmgaia2,79.145,0.103,-9.191,0.046,gaia2,19.1856,0.0523,12.793,0.034,11.955300,0.000908,10.934,0.007,cdwrf,cdwrf,3733.0,157.0,4.6707,0.0103,,,0.577,0.017,0.569,0.020,52.0446,0.1427,,,,,73.09977753463,10.71938292767,73.0997775346272,10.719382927672,378,3294522907134516864,73.09977753463,10.71938292767,8.91207307624705,Core,M,2RXS_UP,,,3.10950595341082,9.88,,,,,73.09977753463,10.71938292767
1.142737,303526769,75.40694125428,12.41638585634,,0693-00990-1,513-009766,05013765+1224589,,J050137.71+122458.8,3295209414705918080,40742995,,STAR,tmgaia2,tmgaia2,71.981,0.085,-15.940,0.064,gaia2,19.4334,0.0493,12.130,0.100,10.891000,0.000667,10.002,0.006,gbprp,gaia2,3930.0,122.9,4.3748,0.1265,,,0.840,0.087,0.610,0.081,51.3817,0.1312,,,0.1309,0.1315,75.40725859525,12.41631722511,75.4072585952487,12.4163172251064,379,3295209414705918080,75.40725859525,12.41631722511,8.99838756098243,Core,M,2RXS_UP,,,2.80033895192327,,,,,,75.40725859525,12.41631722511
0.000000,59127249,74.69068724971,12.20945314230,,,,04584566+1212343,1237673472031851635,J045845.73+121234.1,3295377360811741184,,,STAR,tmgaia2,tmgaia2,,,,,,,,21.563,0.479,20.415300,0.011107,19.329,0.138,gbprp,,,,,,,,,,,,,,,,,,74.69068724971,12.20945314230,74.690687249707,12.2094531422991,380,3295377360811741184,74.69068724971,12.2094531423,8.8131706900224,Core,,2RXS_UP,,,1.81609087537483,,,,,,74.69068724971,12.2094531423
1.365113,59127215,74.76299997249,12.26248234794,,,512-008981,04590311+1215449,1237673450557473092,J045903.17+121544.7,3295377880503113216,,,STAR,tmgaia2,tmgaia2,86.127,0.148,-18.406,0.095,gaia2,22.4864,0.0743,16.960,0.200,15.074800,0.000603,13.658,0.008,cdwrf,cdwrf,3093.0,157.0,5.0055,0.0166,,,0.236,0.007,0.206,0.020,44.4149,0.1477,,,0.1472,0.1482,74.76337945502,12.26240309928,74.7633794550205,12.2624030992801,381,3295377880503113216,74.76337945502,12.26240309928,7.38454029212798,Core,M,2RXS_UP,,,2.09070791326555,,,,,,74.76337945502,12.26240309928
1.361692,399618734,72.19163552278,11.38568853909,,,,04484599+1123084,1237673473104478561,J044846.05+112308.4,3295557581935254144,,,STAR,tmgaia2,tmgaia2,87.120,2.000,-11.310,2.000,sblink,,,18.930,0.200,16.275000,0.001063,14.656,0.008,cdwrf,cdwrf,2849.0,157.0,5.0869,0.0284,,,0.188,0.006,0.157,0.020,,,,,,,72.19201815274,11.38563984350,72.1920181527392,11.3856398435025,382,3295557581935254144,72.19201815274,11.3856398435,6.39965192683442,Core,M,2RXS_UP,,,2.29166540300013,,,,,,72.19201815274,11.3856398435
1.040319,450072850,71.50724986837,11.70558910107,22157,0691-01509-1,509-008091,04460173+1142200,,J044601.74+114220.3,3295637159089219200,,,STAR,tmgaia2,tmgaia2,66.554,0.299,-8.676,0.187,gaia2,15.3601,0.1715,5.347,0.023,5.327000,0.002057,5.213,0.006,gbprp,spect,8099.8,126.1,3.9334,0.0771,0.3177,0.0441,2.510,0.082,1.970,0.311,64.9961,0.7300,,,0.7219,0.7381,71.50754250762,11.70555174785,71.507542507622,11.7055517478498,383,3295637159089219200,71.50754250762,11.70555174785,19.1998413033772,Tail,,2RXS_UP,,,4.90024777746206,,,,,,71.50754250762,11.70555174785
1.335186,245949089,70.51893372328,11.92046713716,,,510-008255,04420453+1155137,,J044204.60+115513.6,3295878703753707136,41429467,,STAR,tmgaia2,tmgaia2,85.445,0.071,-10.929,0.040,gaia2,19.0033,0.0418,13.850,0.200,12.467100,0.000340,11.373,0.007,cdwrf,cdwrf,3601.0,157.0,4.7191,0.0087,,,0.521,0.015,0.518,0.020,52.5426,0.1164,,,,,70.51930971930,11.92042008156,70.5193097193004,11.9204200815577,384,3295878703753707136,70.5193097193,11.92042008156,7.63356885328493,Core,M,XMM,,,0.762429491407691,,,,,,70.5193097193,11.92042008156
1.488733,245949052,70.36987296792,12.00934291046,,,511-008141,04412876+1200337,1237673453240189016,J044128.83+120033.5,3295883999449691264,41429166,,STAR,tmgaia2,tmgaia2,95.028,0.069,-13.956,0.037,gaia2,21.1740,0.0424,12.898,0.022,12.023200,0.000466,10.959,0.007,cdwrf,cdwrf,3650.0,157.0,4.7000,0.0094,,,0.543,0.016,0.539,0.020,47.1635,0.0950,,,,,70.37029127094,12.00928282114,70.3702912709412,12.0092828211431,385,3295883999449691264,70.37029127094,12.00928282114,4.80310933882643,Core,M,XMM,,,0.393682322104165,18.0,,,,,70.37029127094,12.00928282114
0.000000,436585158,71.43261426160,12.77534592763,,,,04454371+1246315,1237673453240779078,J044543.79+124631.3,3296031437085975424,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,19.862801,0.004313,18.617,0.034,gbprp,,,,,,,,,,,,,,,,,,71.43261426160,12.77534592763,71.4326142615992,12.7753459276298,386,3296031437085975424,71.4326142616,12.77534592763,5.86656530116824,Core,,2RXS_UP,,,2.21069253395125,,,,,,71.4326142616,12.77534592763
1.408535,436593407,71.72037896421,12.88385403931,,,515-008728,04465287+1253019,,J044652.95+125301.7,3296045077903829888,41431988,,STAR,tmgaia2,tmgaia2,88.955,0.091,-18.575,0.045,gaia2,20.6196,0.0454,15.268,0.277,13.831400,0.000384,12.528,0.007,cdwrf,cdwrf,3277.0,157.0,4.8630,0.0004,,,0.361,0.011,0.347,0.020,48.4299,0.1072,,,0.1070,0.1074,71.72077185457,12.88377406520,71.7207718545697,12.8837740651969,387,3296045077903829888,71.72077185457,12.8837740652,5.18897677025518,Core,M,2RXS_UP,,,2.7440902240769,,,,,,71.72077185457,12.8837740652
1.778862,365462119,64.73246344508,9.39632416846,,,497-006637,04185577+0923466,,J041855.86+092346.7,3299441950357981696,38354344,,STAR,tmgaia2,tmgaia2,114.719,0.146,-3.259,0.100,gaia2,22.1996,0.0763,17.040,0.200,14.753000,0.000795,13.331,0.008,cdwrf,cdwrf,3084.0,157.0,4.9590,0.0099,,,0.271,0.008,0.244,0.020,44.9880,0.1555,,,0.1549,0.1561,64.73296409147,9.39631013847,64.732964091469,9.3963101384685,388,3299441950357981696,64.73296409147,9.39631013847,6.70372885353258,Core,M,2RXS_UP,,,2.86470716700636,,,,,,64.73296409147,9.39631013847
1.772270,372917714,65.96128864459,9.20541588398,,,497-006873,04235070+0912193,,J042350.78+091219.4,3299573475139651584,39811465,,STAR,tmgaia2,tmgaia2,114.213,0.100,-5.387,0.063,gaia2,22.2758,0.0523,12.896,0.034,11.813700,0.000902,10.637,0.008,cdwrf,cdwrf,3460.0,157.0,4.6366,0.0110,,,0.617,0.018,0.602,0.020,44.8338,0.1059,,,,,65.96178681082,9.20539269008,65.9617868108199,9.205392690077,389,3299573475139651584,65.96178681082,9.20539269008,6.67154074736352,Core,M,2RXS,8.00137980837815,2RXS J042350.4+091227,19.9661060020215,5.33,2RXS J042350.4+091227,,,,65.96178681082,9.20539269008
2.044205,283824622,63.95027127946,8.96611955830,,,495-006835,04154805+0857580,,J041548.15+085757.9,3300059394856687488,39809388,,STAR,tmgaia2,tmgaia2,131.850,0.139,-3.003,0.104,gaia2,24.7718,0.0786,15.060,0.200,13.624000,0.001180,12.318,0.008,cdwrf,cdwrf,3268.0,157.0,4.8834,0.0012,,,0.340,0.010,0.323,0.020,40.3220,0.1287,,,0.1283,0.1292,63.95084598954,8.96610662963,63.9508459895379,8.9661066296299,390,3300059394856687488,63.95084598954,8.96610662963,9.35322715159705,Core,M,2RXS,32.4050205456654,2RXS J041548.9+085827,3.09721810238283,,2RXS J041548.9+085827,,,,63.95084598954,8.96610662963
2.401927,345480097,62.45562114723,9.30549233795,19441,0666-00035-1,497-006204,04094935+0918197,,J040949.45+091819.7,3300315443626615040,38353345,,STAR,tmgaia2,tmgaia2,154.862,0.217,-5.595,0.096,gaia2,27.7687,0.0728,10.100,0.030,9.628850,0.000553,8.918,0.006,gbprp,gaia2,4415.0,122.0,4.5549,0.0999,,,0.726,0.058,0.690,0.081,35.9747,0.0949,,,0.0947,0.0952,62.45629680570,9.30546825047,62.4562968056995,9.3054682504704,391,3300315443626615040,62.4562968057,9.30546825047,12.7663625765867,Core,M,2RXS_UP,,,1.97336682376866,,,,,,62.4562968057,9.30546825047
1.677076,372896769,65.62515900606,10.43462373809,,,503-007277,04223004+1026046,,J042230.11+102604.5,3300725905060807936,41025119,,STAR,tmgaia2,tmgaia2,108.037,0.079,-5.909,0.055,gaia2,20.8797,0.0448,12.663,0.011,11.837500,0.000395,10.808,0.007,cdwrf,cdwrf,3711.0,157.0,4.6783,0.0101,,,0.568,0.017,0.561,0.020,47.8274,0.1033,,,,,65.62563198743,10.43459829772,65.6256319874343,10.434598297723,392,3300725905060807936,65.62563198743,10.43459829772,5.64761538429016,Core,M,2RXS_UP,,,2.60091530287057,,,,,,65.62563198743,10.43459829772
