angDist,TIC,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg,_RAJ2000,_DEJ2000,recno,GaiaDR2,RA_ICRS,DE_ICRS,Distcore,Member,MS,Xraycat,SepX-ray,X-rayID,LX,Per,2RXSID,2RXPID,1RXHID,ChandraID,_RA.icrs,_DE.icrs
3.509329,336587521,50.12164635972,8.45445008190,15563,0649-00005-1,493-004943,03202921+0827161,,J032029.34+082716.0,11037726649058432,38348187,,STAR,tmgaia2,tmgaia2,226.324,0.072,6.178,0.066,gaia2,31.4749,0.0414,9.630,0.030,9.208220,0.000494,8.521,0.006,gbprp,gaia2,4493.0,131.1,4.5526,0.1020,,,0.739,0.062,0.710,0.083,31.7422,0.0420,,,0.0419,0.0421,50.12263151592,8.45447668195,50.1226315159194,8.4544766819479,2,11037726649058432,50.12263151592,8.45447668195,19.7763467241418,Tail,M,2RXS_UP,,,1.02938369337433,,,,,,50.12263151592,8.45447668195
3.490223,58955976,46.56258249444,12.09851024552,,,511-004904,03061500+1205548,,J030615.17+120554.5,27821118811895808,41398016,,STAR,tmgaia2,tmgaia2,225.115,0.155,-5.226,0.141,gaia2,29.6763,0.0946,16.390,0.200,14.601900,0.000907,13.164,0.008,cdwrf,cdwrf,3067.0,157.0,5.0162,0.0184,,,0.229,0.007,0.198,0.020,33.6647,0.1080,,,0.1076,0.1083,46.56357375683,12.09848774692,46.5635737568274,12.0984877469191,3,27821118811895808,46.56357375683,12.09848774692,19.4968755284858,Tail,M,2RXS_UP,,,1.46208811831399,,,,,,46.56357375683,12.09848774692
2.414738,381362062,47.68086799338,13.64322125627,,,519-005192,03104340+1338356,,J031043.51+133835.4,29720761371785216,42336288,,STAR,tmgaia2,tmgaia2,155.659,0.114,-6.377,0.094,gaia2,20.9761,0.0503,13.634,0.009,12.562900,0.000866,11.414,0.008,cdwrf,cdwrf,3511.0,157.0,4.7452,0.0079,,,0.491,0.015,0.489,0.020,47.6080,0.1148,,,,,47.68155765171,13.64319380039,47.6815576517094,13.6431938003935,4,29720761371785216,47.68155765171,13.64319380039,15.7589448663343,Core,M,2RXS_UP,,,4.6565657703644,,,,,,47.68155765171,13.64319380039
2.785210,58954576,46.41154897761,16.97611292230,,,,03053875+1658339,,J030538.90+165833.8,34762198279394048,,,STAR,tmgaia2,tmgaia2,179.122,0.219,-14.288,0.195,gaia2,23.9412,0.1429,19.020,0.200,16.494801,0.001260,14.939,0.008,cdwrf,cdwrf,2898.0,157.0,5.1673,0.0442,,,0.152,0.005,0.124,0.020,41.7212,0.2506,,,0.2491,0.2521,46.41235533301,16.97605140396,46.4123553330086,16.9760514039572,5,34762198279394048,46.41235533301,16.97605140396,16.1970244603953,Core,M,1RXH_UP,701.777156291232,990804-mpe_/rh800683n001,0.193276738826597,,,,,,46.41235533301,16.97605140396
3.181569,58957372,46.60919423336,17.22479690517,,,537-005433,03062619+1713292,,J030626.35+171329.0,34772746719056128,42872608,,STAR,tmgaia2,tmgaia2,204.106,0.151,-21.759,0.133,gaia2,27.7058,0.1176,15.477,0.077,13.996500,0.000582,12.655,0.008,cdwrf,cdwrf,3214.0,157.0,4.9495,0.0085,,,0.279,0.008,0.253,0.020,36.0570,0.1540,,,,,46.61011428723,17.22470322353,46.610114287232,17.2247032235328,6,34772746719056128,46.61011428723,17.22470322353,17.8429987052895,Core,M,1RXH,3.614154504125,1RXH J030625.9+171331,1.18742398171405,,,,1RXH J030626.3+171329,,46.61011428723,17.22470322353
3.181569,58957372,46.60919423336,17.22479690517,,,537-005433,03062619+1713292,,J030626.35+171329.0,34772746719056128,42872608,,STAR,tmgaia2,tmgaia2,204.106,0.151,-21.759,0.133,gaia2,27.7058,0.1176,15.477,0.077,13.996500,0.000582,12.655,0.008,cdwrf,cdwrf,3214.0,157.0,4.9495,0.0085,,,0.279,0.008,0.253,0.020,36.0570,0.1540,,,,,46.61011428723,17.22470322353,46.610114287232,17.2247032235328,7,34772746719056128,46.61011428723,17.22470322353,17.8429987052895,Core,M,1RXH,3.614154504125,1RXH J030625.9+171331,1.18742398171405,,,,1RXH J030625.9+171331,,46.61011428723,17.22470322353
2.741926,345454031,58.14306501962,11.26078757484,,,507-005711,03523432+1115389,1237671257438486587,J035234.45+111538.7,36629890579758592,41409585,,STAR,tmgaia2,tmgaia2,176.686,0.122,-8.667,0.091,gaia2,28.5984,0.0616,13.794,0.055,12.626200,0.000462,11.404,0.007,cdwrf,cdwrf,3393.0,157.0,4.8247,0.0036,,,0.402,0.012,0.394,0.020,34.9319,0.0758,,,,,58.14384068368,11.26075026068,58.1438406836838,11.2607502606755,8,36629890579758592,58.14384068368,11.26075026068,14.1677826620874,Core,M,2RXS_UP,,,1.57876550244932,,,,,,58.14384068368,11.26075026068
3.056023,434131573,55.63259734350,12.27291181039,,,512-005615,03423180+1216225,,J034231.96+121622.4,37414254686537344,41406559,,STAR,tmgaia2,tmgaia2,196.951,0.118,-9.135,0.090,gaia2,30.3075,0.0668,14.657,0.084,13.242000,0.000768,11.887,0.007,cdwrf,cdwrf,3208.0,157.0,4.8748,0.0005,,,0.349,0.010,0.333,0.020,32.9639,0.0730,,,,,55.63346515990,12.27287247913,55.6334651598992,12.2728724791314,9,37414254686537344,55.6334651599,12.27287247913,16.3329981320629,Core,M,2RXS,1.79344153037664,2RXS J034231.8+121621,5.62959831318808,,2RXS J034231.8+121621,,,,55.6334651599,12.27287247913
2.015295,242985065,59.55985262311,12.62802369878,,,514-006547,03581434+1237408,1237671257439338701,J035814.45+123740.8,38329666836450304,41411965,,STAR,tmgaia2,tmgaia2,129.435,0.261,-12.310,0.138,gaia2,21.9461,0.1025,16.630,0.200,15.111200,0.000499,13.687,0.007,cdwrf,cdwrf,3084.0,157.0,5.0037,0.0161,,,0.237,0.007,0.207,0.020,45.5078,0.2139,,,0.2129,0.2149,59.56042372775,12.62797069843,59.5604237277503,12.6279706984259,10,38329666836450304,59.56042372775,12.62797069843,7.09811284881744,Core,M,XMM,,,1.08347197730465,0.87,,,,,59.56042372775,12.62797069843
2.040204,242944633,58.75600544552,12.48558621409,18322,0662-00171-1,513-006508,03550142+1229081,,J035501.53+122907.9,38354680725946240,41410596,,STAR,tmgaia2,tmgaia2,131.228,0.081,-10.229,0.059,gaia2,21.7218,0.0408,10.120,0.030,9.766110,0.000355,9.116,0.006,gbprp,spect,4766.0,122.9,4.6329,0.0953,,,0.701,0.049,0.770,0.092,45.9756,0.0869,,,0.0867,0.0870,58.75658414086,12.48554217275,58.7565841408636,12.4855421727455,11,38354680725946240,58.75658414086,12.48554217275,7.65136244076302,Core,M,2RXS_UP,,,2.72397043889784,11.66,,,,,58.75658414086,12.48554217275
2.309616,242937715,58.44372145901,13.39198659406,,,517-006587,03534647+1323312,,J035346.59+132331.0,38670343642226816,41410097,,STAR,tmgaia2,tmgaia2,148.357,0.222,-13.908,0.128,gaia2,24.1537,0.1060,16.530,0.200,14.832100,0.000726,13.406,0.008,cdwrf,cdwrf,3090.0,157.0,4.9901,0.0140,,,0.247,0.007,0.218,0.020,41.3534,0.1826,,,0.1818,0.1834,58.44437807278,13.39192671281,58.4443780727775,13.3919267128141,12,38670343642226816,58.44437807278,13.39192671281,9.05078007161461,Core,M,2RXS_UP,,,2.14700708908696,,,,,,58.44437807278,13.39192671281
1.977423,242991771,60.18730176262,13.90632100226,,,520-007079,04004493+1354227,1237673328151756803,J040045.04+135422.6,38929141191925760,40737582,,STAR,tmgaia2,tmgaia2,126.870,2.000,-13.400,2.000,sblink,,,14.812,0.080,13.330000,0.001315,11.968,0.008,cdwrf,cdwrf,3189.0,157.0,4.7840,0.0086,,,0.447,0.016,0.444,0.022,51.7369,,,,,,60.18786450237,13.90626330846,60.1878645023725,13.9062633084563,13,38929141191925760,60.18786450237,13.90626330846,6.12022942567504,Core,M,2RXS,8.20755487863178,2RXS J040044.3+135424,8.29472612839409,2.66,2RXS J040044.3+135424,,,,60.18786450237,13.90626330846
2.220018,243016691,60.92537315319,14.99132568863,,,525-007441,04034206+1459287,,J040342.19+145928.5,39305036729495936,40738526,,STAR,tmgaia2,tmgaia2,141.190,0.107,-24.070,0.084,gaia2,24.0527,0.0541,15.053,0.174,15.038800,0.000433,15.153,0.006,gbprp,gaia2,,,,,,,,,,,41.5257,0.0939,,,0.0937,0.0941,60.92600247350,14.99122205563,60.9260024734987,14.9912220556326,14,39305036729495936,60.9260024735,14.99122205563,7.34946689798819,Core,,2RXS_UP,,,2.4789916373279,,,,,,60.9260024735,14.99122205563
2.409496,242960146,58.83408964058,14.65822160688,,,,03552014+1439297,,J035520.28+143929.4,39612036694609152,,,STAR,tmgaia2,tmgaia2,154.168,0.468,-19.934,0.351,gaia2,27.1726,0.2452,,,18.318701,0.002026,16.478,0.015,cdwrf,cdwrf,2756.0,168.0,5.2784,0.0728,,,0.114,0.003,0.090,0.020,36.7682,0.3341,,,0.3311,0.3371,58.83477575062,14.65813578266,58.834775750619,14.6581357826617,15,39612036694609152,58.83477575062,14.65813578266,11.9103537063861,Core,M,2RXS_UP,,,1.74839328976591,,,,,,58.83477575062,14.65813578266
2.120388,242945879,58.72175284463,16.31564579494,,,532-007051,03545319+1618563,1237664087528701967,J035453.31+161856.0,40470720915966208,42912716,,STAR,tmgaia2,tmgaia2,133.840,2.000,-28.300,2.000,sblink,,,14.295,0.046,12.957500,0.001023,11.642,0.008,cdwrf,cdwrf,3254.0,157.0,4.7651,0.0071,,,0.469,0.014,0.466,0.020,44.2088,,,,,,58.72235328058,16.31552394857,58.7223532805777,16.3155239485692,16,40470720915966208,58.72235328058,16.31552394857,7.16500129497977,Core,M,XMM,,,29.1265941241998,6.04,2RXS J035453.5+161913,,,,58.72235328058,16.31552394857
2.198597,435289808,53.14370727309,16.15332766729,,,531-006508,03323447+1609120,,J033234.59+160911.9,42716408993806080,42892988,,STAR,tmgaia2,tmgaia2,141.082,0.182,-14.692,0.149,gaia2,20.5339,0.1134,14.278,0.040,12.980800,0.000566,11.701,0.007,cdwrf,cdwrf,3307.0,157.0,4.7555,0.0074,,,0.479,0.014,0.477,0.020,48.6342,0.2702,,,0.2688,0.2717,53.14433967637,16.15326441014,53.1443396763653,16.153264410142,17,42716408993806080,53.14433967637,16.15326441014,11.3944035955065,Core,M,2RXS_UP,,,2.51716778144746,,,,,,53.14433967637,16.15326441014
3.429035,434164859,56.74816870303,15.40469949432,,,528-007100,03465952+1524170,,J034659.71+152416.6,42947680095257344,42906784,,STAR,tmgaia2,tmgaia2,219.558,0.396,-27.132,0.148,gaia2,35.2745,0.1324,15.482,0.056,13.963100,0.001152,12.558,0.008,cdwrf,cdwrf,3118.0,157.0,4.9895,0.0141,,,0.248,0.007,0.218,0.020,28.3266,0.1071,,,,,56.74914924970,15.40458267943,56.7491492497017,15.4045826794284,18,42947680095257344,56.7491492497,15.40458267943,19.7759275696387,Tail,M,2RXS,8.29519229772786,2RXS J034659.9+152421,1.9281867836225,0.86,2RXS J034659.9+152421,,,,56.7491492497,15.40458267943
2.322396,242946125,58.77708817004,16.99847769438,18327,1253-00868-1,535-007461,03550647+1659545,,J035506.59+165954.3,43538293935879680,42912891,,STAR,tmgaia2,tmgaia2,147.818,0.104,-24.484,0.052,gaia2,24.3995,0.0416,8.987,0.004,8.734810,0.000733,8.185,0.006,gbprp,spect,5106.1,116.3,4.5237,0.0790,,,0.840,0.048,0.860,0.102,40.9361,0.0703,,,0.0702,0.0704,58.77775368325,16.99837227867,58.7777536832454,16.9983722786674,19,43538293935879680,58.77775368325,16.99837227867,8.65312974768014,Core,M,2RXP,6.48252476031583,2RXP J035506.5+170001,1.34456975104766,9.82,2RXS J035506.0+170011,2RXP J035506.5+170001,,,58.77775368325,16.99837227867
2.275354,242940550,58.29185871644,17.32708603543,18170,1253-00716-1,537-007324,03531002+1719373,,J035310.14+171937.2,43615122310787840,,,STAR,tmgaia2,tmgaia2,143.790,0.144,-29.560,0.085,gaia2,23.0897,0.0627,5.964,0.023,5.879620,0.000692,5.630,0.006,gbprp,spect,6969.1,110.5,4.1659,0.0816,-0.0100,0.1200,1.692,0.063,1.530,0.249,43.2557,0.1183,,,0.1180,0.1186,58.29250724231,17.32695876339,58.2925072423098,17.3269587633893,20,43615122310787840,58.29250724231,17.32695876339,7.6875490351777,Core,M,2RXP,9.19132699462831,2RXP J035309.9+171946,6.8829402866125,,2RXS J035309.5+171943,2RXP J035309.9+171946,,,58.29250724231,17.32695876339
2.275354,242940550,58.29185871644,17.32708603543,18170,1253-00716-1,537-007324,03531002+1719373,,J035310.14+171937.2,43615122310787840,,,STAR,tmgaia2,tmgaia2,143.790,0.144,-29.560,0.085,gaia2,23.0897,0.0627,5.964,0.023,5.879620,0.000692,5.630,0.006,gbprp,spect,6969.1,110.5,4.1659,0.0816,-0.0100,0.1200,1.692,0.063,1.530,0.249,43.2557,0.1183,,,0.1180,0.1186,58.29250724231,17.32695876339,58.2925072423098,17.3269587633893,21,43615122310787840,58.29250724231,17.32695876339,7.6875490351777,Core,M,2RXP,9.19132699462831,2RXP J035309.9+171946,6.8829402866125,,,2RXP J035308.2+171939,,,58.29250724231,17.32695876339
2.204104,242942053,58.28722547085,17.32903273140,,,,03530890+1719444,,,43615328469218176,,,STAR,tmgaia2,tmgaia2,138.982,0.224,-30.082,0.152,gaia2,23.5204,0.0976,,,15.247200,0.000919,13.824,0.008,cdwrf,cdwrf,3156.0,157.0,5.0371,0.0210,,,0.216,0.007,0.185,0.020,42.4654,0.1772,,,0.1765,0.1780,58.28785231818,17.32890321308,58.2878523181835,17.3289032130824,22,43615328469218176,58.28785231818,17.32890321308,8.05285407866379,Core,M,2RXP,10.8401003185924,2RXP J035308.2+171939,3.47018281091554,,,2RXP J035308.2+171939,,,58.28785231818,17.32890321308
2.006084,456863710,57.60402691509,17.24650923347,17962,1252-00212-1,537-007237,03502496+1714474,,J035025.05+171447.1,43789772861265792,42909286,,STAR,tmgaia2,tmgaia2,127.458,0.096,-22.477,0.064,gaia2,20.9569,0.0440,9.460,0.030,9.200380,0.001407,8.642,0.006,gbprp,gaia2,5047.0,126.8,4.5424,0.0881,,,0.813,0.052,0.840,0.099,47.6515,0.1008,,,0.1006,0.1010,57.60460152835,17.24641245659,57.6046015283486,17.246412456594,23,43789772861265792,57.60460152835,17.24641245659,7.63213904311836,Core,M,1RXH,5.38669009245041,1RXH J035025.3+171447,243.788216041691,11.59,2RXS J035024.9+171455,2RXP J035024.4+171451,1RXH J035025.3+171447,,57.60460152835,17.24641245659
2.408671,434129331,55.51847382499,16.42175940091,,,533-006866,03420441+1625183,1237664089675006123,J034204.54+162518.1,44052178182130816,42903175,,STAR,tmgaia2,tmgaia2,153.499,0.176,-24.221,0.130,gaia2,23.3806,0.1015,16.445,0.011,14.872600,0.000728,13.460,0.008,cdwrf,cdwrf,3110.0,157.0,4.9894,0.0140,,,0.248,0.007,0.218,0.020,42.7191,0.1866,,,0.1858,0.1873,55.51916283028,16.42165511846,55.5191628302822,16.4216551184607,24,44052178182130816,55.51916283028,16.42165511846,9.75712245906344,Core,M,2RXS_UP,,,2.28242960713414,,,,,,55.51916283028,16.42165511846
2.508736,435338054,55.19092139749,17.57994102166,,,,03404581+1734477,,J034045.94+173447.5,44388010264995200,,,STAR,tmgaia2,tmgaia2,159.755,0.278,-25.982,0.191,gaia2,23.8055,0.1466,18.310,0.200,16.268999,0.001207,14.731,0.008,cdwrf,cdwrf,2911.0,157.0,5.1337,0.0378,,,0.166,0.005,0.137,0.020,41.9591,0.2601,,,0.2586,0.2617,55.19164292963,17.57982915818,55.1916429296253,17.5798291581781,25,44388010264995200,55.19164292963,17.57982915818,10.2321352733226,Core,M,XMM,,,0.289443863238047,,,,,,55.19164292963,17.57982915818
2.508736,435338054,55.19092139749,17.57994102166,,,,03404581+1734477,,J034045.94+173447.5,44388010264995200,,,STAR,tmgaia2,tmgaia2,159.755,0.278,-25.982,0.191,gaia2,23.8055,0.1466,18.310,0.200,16.268999,0.001207,14.731,0.008,cdwrf,cdwrf,2911.0,157.0,5.1337,0.0378,,,0.166,0.005,0.137,0.020,41.9591,0.2601,,,0.2586,0.2617,55.19164292963,17.57982915818,55.1916429296253,17.5798291581781,26,44388010264995200,55.19164292963,17.57982915818,10.2321352733226,Core,M,XMM,,,0.289443863238047,,,,,,55.19164292963,17.57982915818
2.456794,114062707,55.48120796865,18.75993579466,,,544-007320,03415547+1845359,,J034155.60+184535.4,44894472808190720,42903039,,STAR,tmgaia2,tmgaia2,155.923,0.106,-28.481,0.057,gaia2,24.2315,0.0442,13.300,0.132,12.246300,0.000557,11.116,0.007,cdwrf,cdwrf,3539.0,157.0,4.7583,0.0072,,,0.476,0.014,0.474,0.020,41.2196,0.0756,,,,,55.48191696993,18.75981316990,55.4819169699316,18.7598131699023,27,44894472808190720,55.48191696993,18.7598131699,10.4264823711189,Core,M,2RXS_UP,,,2.04234164243351,,,,,,55.48191696993,18.7598131699
2.080478,660011475,61.92421422281,15.16202776745,,,,,,,45142202225729024,,,STAR,gaia2,gaia2,133.045,0.509,-17.754,0.262,gaia2,22.7487,0.0783,8.852,0.212,8.678280,0.000169,8.194,0.301,gbprp,gaia2,5448.0,1357.3,4.6178,,,,0.793,,0.950,0.414,43.9035,0.1521,,,0.1515,0.1526,61.92480771489,15.16195132524,61.9248077148877,15.1619513252409,28,45142202225729024,61.92480771489,15.16195132524,5.28365615303809,Core,M,2RXP,23.657137549775,2RXP J040743.0+150928,5.51723928431753,,2RXS J040742.4+150927,2RXP J040743.0+150928,,,61.92480771489,15.16195132524
3.050989,348664155,61.92493157153,15.16279034839,19261,1250-00074-1,526-007755,04074197+1509458,,J040742.06+150945.4,45142206521351552,,,STAR,tmgaia2,tmgaia2,128.035,0.130,-23.514,0.097,gaia2,22.7308,0.0594,6.026,0.020,5.980340,0.000727,5.715,0.006,gbprp,spect,6816.7,119.5,4.1377,0.0853,0.1700,0.1400,1.713,0.069,1.470,0.243,43.9377,0.1155,,,0.1152,0.1158,61.92550271687,15.16268910871,61.9248077148877,15.1619513252409,28,45142202225729024,61.92480771489,15.16195132524,5.28365615303809,Core,M,2RXP,23.657137549775,2RXP J040743.0+150928,5.51723928431753,,2RXS J040742.4+150927,2RXP J040743.0+150928,,,61.92480771489,15.16195132524
2.017732,348664155,61.92493157153,15.16279034839,19261,1250-00074-1,526-007755,04074197+1509458,,J040742.06+150945.4,45142206521351552,,,STAR,tmgaia2,tmgaia2,128.035,0.130,-23.514,0.097,gaia2,22.7308,0.0594,6.026,0.020,5.980340,0.000727,5.715,0.006,gbprp,spect,6816.7,119.5,4.1377,0.0853,0.1700,0.1400,1.713,0.069,1.470,0.243,43.9377,0.1155,,,0.1152,0.1158,61.92550271687,15.16268910871,61.925502716867,15.1626891087083,29,45142206521351552,61.92550271687,15.16268910871,5.26437784736641,Core,M,2RXP,23.8303114442215,2RXP J040743.0+150928,5.52594584464836,,,2RXP J040743.0+150928,,,61.92550271687,15.16268910871
1.958834,389018596,61.75510588822,15.33503011855,19207,1250-00004-1,527-007764,04070122+1520062,1237673328152674309,J040701.31+152005.8,45159901786525568,42923420,,STAR,tmgaia2,tmgaia2,124.789,0.165,-19.967,0.109,gaia2,22.1800,0.1188,10.490,0.030,10.040400,0.001629,9.337,0.006,gbprp,spect,4330.9,112.7,4.4679,0.0920,0.0320,0.0330,0.797,0.064,0.680,0.079,45.0293,0.2427,,,0.2414,0.2440,61.75566301002,15.33494414849,61.7556630100162,15.334944148493,30,45159901786525568,61.75566301002,15.33494414849,4.83891705161295,Core,M,2RXP_UP,1477.55098171099,010401-mpe_/rp201749a011,3.06237713520782,14.03,,,,,61.75566301002,15.33494414849
1.869525,456890085,62.48985302414,15.41698134892,,,528-008034,04095755+1525011,1237673327616000244,J040957.64+152500.8,45198178534988672,42925717,,STAR,tmgaia2,tmgaia2,118.592,0.259,-21.996,0.167,gaia2,21.3508,0.1283,16.460,0.200,14.607800,0.000764,13.203,0.007,cdwrf,cdwrf,3120.0,157.0,4.9291,0.0060,,,0.297,0.009,0.273,0.020,46.7764,0.2830,,,0.2813,0.2846,62.49038268765,15.41688664627,62.4903826876536,15.4168866462673,31,45198178534988672,62.49038268765,15.41688664627,3.95053539910064,Core,M,2RXS_UP,,,3.23725916478285,,,,,,62.49038268765,15.41688664627
1.846801,389053716,62.86519408670,15.99215190929,,,530-008122,04112766+1559317,1237671257978241081,J041127.72+155931.4,45293526808851200,42926848,,STAR,tmgaia2,tmgaia2,117.525,0.135,-19.602,0.104,gaia2,21.0390,0.0792,15.157,0.011,13.798400,0.000973,12.485,0.008,cdwrf,cdwrf,3266.0,157.0,4.8590,0.0010,,,0.365,0.011,0.352,0.020,47.4666,0.1797,,,0.1790,0.1804,62.86572046839,15.99206751415,62.8657204683892,15.9920675141495,32,45293526808851200,62.86572046839,15.99206751415,3.58630601967742,Core,M,2RXS_UP,,,3.36689072396363,1.79,,,,,62.86572046839,15.99206751415
1.868450,311151814,61.56719909664,15.69812072623,19148,1250-00686-1,529-007653,04061614+1541532,,J040616.21+154153.0,45367056650753280,42922883,,STAR,tmgaia2,tmgaia2,118.912,0.092,-19.776,0.051,gaia2,21.0257,0.0431,7.850,0.001,7.693320,0.000685,7.292,0.006,gbprp,spect,5992.9,138.8,4.4015,0.0802,0.0715,0.0212,1.094,0.056,1.100,0.136,47.4958,0.0980,,,0.0978,0.0982,61.56773091538,15.69803558149,61.5677309153752,15.6980355814922,33,45367056650753280,61.56773091538,15.69803558149,4.64060379393358,Core,M,2RXP,3.31032538027726,2RXP J040616.3+154152,9.93229417752696,7.47,2RXS J040615.6+154232,2RXP J040616.3+154152,,,61.56773091538,15.69803558149
1.868450,311151814,61.56719909664,15.69812072623,19148,1250-00686-1,529-007653,04061614+1541532,,J040616.21+154153.0,45367056650753280,42922883,,STAR,tmgaia2,tmgaia2,118.912,0.092,-19.776,0.051,gaia2,21.0257,0.0431,7.850,0.001,7.693320,0.000685,7.292,0.006,gbprp,spect,5992.9,138.8,4.4015,0.0802,0.0715,0.0212,1.094,0.056,1.100,0.136,47.4958,0.0980,,,0.0978,0.0982,61.56773091538,15.69803558149,61.5677309153752,15.6980355814922,34,45367056650753280,61.56773091538,15.69803558149,4.64060379393358,Core,M,2RXP,3.31032538027726,2RXP J040616.3+154152,9.93229417752696,7.47,,2RXP J040616.6+154156,,,61.56773091538,15.69803558149
1.991623,243030731,61.04483324143,15.80609738711,,,,04041073+1548219,,J040410.84+154821.7,45404199528067200,,,STAR,tmgaia2,tmgaia2,126.975,0.297,-19.685,0.142,gaia2,21.7788,0.1465,17.760,0.200,16.303499,0.000720,14.783,0.008,cdwrf,cdwrf,2928.0,157.0,5.1247,0.0361,,,0.170,0.005,0.140,0.020,45.8591,0.3104,,,0.3084,0.3125,61.04540142286,15.80601263385,61.0454014228564,15.8060126338513,35,45404199528067200,61.04540142286,15.80601263385,5.03157252335541,Core,M,2RXS_UP,,,3.06995333799976,0.3,,,,,61.04540142286,15.80601263385
2.491380,456890524,62.48802624020,16.37826582553,,,,04095712+1622417,,J040957.24+162241.4,45506454107945344,,,STAR,tmgaia2,tmgaia2,158.024,0.259,-29.392,0.198,gaia2,28.9111,0.1298,17.780,0.200,15.553600,0.000838,14.049,0.008,cdwrf,cdwrf,2960.0,157.0,5.1115,0.0340,,,0.176,0.005,0.146,0.020,34.5555,0.1561,,,0.1555,0.1568,62.48873539824,16.37813927783,62.4887353982391,16.3781392778314,36,45506454107945344,62.48873539824,16.37813927783,12.8541371330264,Core,M,2RXS_UP,,,1.72126631961565,,,,,,62.48873539824,16.37813927783
1.936356,348664634,61.92999538888,16.51879022037,19263,1250-00414-1,533-007997,04074319+1631076,,J040743.28+163107.3,45567511362945152,42923955,,STAR,tmgaia2,tmgaia2,122.400,0.107,-24.996,0.088,gaia2,21.4764,0.0510,9.940,0.030,9.598960,0.000635,8.981,0.006,gbprp,spect,4853.8,138.1,4.6094,0.0976,,,0.730,0.055,0.790,0.097,46.5004,0.1111,,,0.1108,0.1114,61.93054507639,16.51868259942,61.9305450763894,16.5186825994187,37,45567511362945152,61.93054507639,16.51868259942,4.1890363680956,Core,M,2RXS_UP,,,3.29397944729673,11.6,,,,,61.93054507639,16.51868259942
2.424329,389083906,63.09055996149,16.25095072679,,,532-007804,04122173+1615033,1237673328153329705,J041221.83+161503.0,45679386670867584,42927536,,STAR,tmgaia2,tmgaia2,153.050,0.283,-32.237,0.209,gaia2,28.0576,0.1409,13.971,0.032,12.683700,0.000623,11.388,0.007,cdwrf,cdwrf,3286.0,157.0,4.8012,0.0052,,,0.428,0.013,0.423,0.020,35.6059,0.1799,,,,,63.09124635133,16.25081192754,63.0912463513333,16.2508119275445,38,45679386670867584,63.09124635133,16.25081192754,11.7497374262217,Core,M,2RXS,30.8428238423316,2RXS J041223.3+161444,4.42416427630178,,2RXS J041223.3+161444,,,,63.09124635133,16.25081192754
1.754272,434236532,63.89518070517,16.76239329401,,,534-008203,04153482+1645447,,J041534.92+164544.4,45770783575075968,42929981,,STAR,tmgaia2,tmgaia2,110.656,0.121,-23.763,0.104,gaia2,20.9551,0.0579,15.277,0.014,13.998800,0.000740,12.717,0.008,cdwrf,cdwrf,3308.0,157.0,4.8922,0.0021,,,0.332,0.010,0.313,0.020,47.6559,0.1325,,,0.1322,0.1328,63.89567828332,16.76229097996,63.8956782833219,16.7622909799639,39,45770783575075968,63.89567828332,16.76229097996,2.73479152441831,Core,M,2RXP_UP,343.727295067952,990610-gsfc/rp200912a011,0.0619154521168095,,,,,,63.89567828332,16.76229097996
1.791492,435883224,64.41227433832,16.94783611651,20019,1268-00006-1,535-008422,04173893+1656521,,J041739.02+165652.0,45788547559850496,42931366,,STAR,tmgaia2,tmgaia2,112.782,0.177,-25.278,0.101,gaia2,21.3991,0.0687,8.328,0.029,8.098100,0.000886,7.595,0.006,gbprp,spect,5317.0,143.5,4.2696,0.0943,,,1.164,0.075,0.920,0.118,46.6687,0.1507,,,0.1503,0.1512,64.41278197383,16.94772728087,64.4127819738265,16.9477272808736,40,45788547559850496,64.41278197383,16.94772728087,2.22677037656578,Core,M,2RXP,9.76076469311484,2RXP J041739.5+165648,30.1239794038348,5.52,2RXS J041738.2+165700,2RXP J041739.0+165652,1RXH J041738.7+165659,,64.41278197383,16.94772728087
1.791492,435883224,64.41227433832,16.94783611651,20019,1268-00006-1,535-008422,04173893+1656521,,J041739.02+165652.0,45788547559850496,42931366,,STAR,tmgaia2,tmgaia2,112.782,0.177,-25.278,0.101,gaia2,21.3991,0.0687,8.328,0.029,8.098100,0.000886,7.595,0.006,gbprp,spect,5317.0,143.5,4.2696,0.0943,,,1.164,0.075,0.920,0.118,46.6687,0.1507,,,0.1503,0.1512,64.41278197383,16.94772728087,64.4127819738265,16.9477272808736,41,45788547559850496,64.41278197383,16.94772728087,2.22677037656578,Core,M,2RXP,9.76076469311484,2RXP J041739.5+165648,30.1239794038348,5.52,,2RXP J041739.3+165650,,,64.41278197383,16.94772728087
